component_number	matrix_partition
581	Hejnol2009Tribe1928_0,Simion2017V2META16134-42-Calc_Hmm10-BMGE05,Borowiec2015_Total1080OG700.fasta.aln_gene772,
582	Hejnol2009Tribe3587_0,Borowiec2015_Total1080OG711.fasta.aln_gene783,Simion2017V2META14915-42-Calc_Hmm10-BMGE05,
583	Ryan2013_estgene358,Borowiec2015_Total1080OG72.fasta.aln_gene802,Simion2017V2META10033-1-42-Calc_Hmm10-BMGE05,
584	Hejnol2009Tribe4521_0,Borowiec2015_Total1080OG720.fasta.aln_gene793,Simion2017V2META16963-42-Calc_Hmm10-BMGE05,
585	Borowiec2015_Total1080OG728.fasta.aln_gene800,Simion2017V2META16023-42-Calc_Hmm10-BMGE05,Hejnol2009Tribe4819_0,
586	Simion2017V2META14791-42-Calc_Hmm10-BMGE05,Hejnol2009Tribe2450_0,Borowiec2015_Total1080OG733.fasta.aln_gene806,
587	Chang2015pace5,Borowiec2015_Total1080OG737.fasta.aln_gene809,Hejnol2009Tribe2105_0,
588	Ryan2013_estgene380,Hejnol2009Tribe1483_0,Borowiec2015_Total1080OG738.fasta.aln_gene810,
589	Chang2015w09c,Borowiec2015_Total1080OG740.fasta.aln_gene813,Ryan2013_estgene87,
590	Borowiec2015_Total1080OG742.fasta.aln_gene815,Hejnol2009Tribe2309_0,Simion2017V2META15676-42-Calc_Hmm10-BMGE05,
591	Simion2017V2META12641-42-Calc_Hmm10-BMGE05,Borowiec2015_Total1080OG743.fasta.aln_gene816,Hejnol2009Tribe1580_0,
592	Borowiec2015_Total1080OG756.fasta.aln_gene830,Simion2017V2META13442-42-Calc_Hmm10-BMGE05,Hejnol2009Tribe2494_0,
593	Simion2017V2META14614-42-Calc_Hmm10-BMGE05,Hejnol2009Tribe4147_0,Borowiec2015_Total1080OG767.fasta.aln_gene842,
594	Borowiec2015_Total1080OG769.fasta.aln_gene844,Hejnol2009Tribe1734_0,Ryan2013_estgene399,
595	Hejnol2009Tribe1571_0,Dunn2008Tribe1378,Borowiec2015_Total1080OG771.fasta.aln_gene847,
596	Simion2017V2META14834-42-Calc_Hmm10-BMGE05,Hejnol2009Tribe1972_0,Borowiec2015_Total1080OG779.fasta.aln_gene854,
597	Hejnol2009Tribe1830_0,Simion2017V2META14599-42-Calc_Hmm10-BMGE05,Borowiec2015_Total1080OG782.fasta.aln_gene858,
598	Borowiec2015_Total1080OG789.fasta.aln_gene865,Hejnol2009Tribe3977_0,Simion2017V2META14445-42-Calc_Hmm10-BMGE05,
599	Hejnol2009Tribe3017_0,Simion2017V2META14165-42-Calc_Hmm10-BMGE05,Borowiec2015_Total1080OG790.fasta.aln_gene867,
600	Hejnol2009Tribe2381_0,Borowiec2015_Total1080OG791.fasta.aln_gene868,Simion2017V2META14889-42-Calc_Hmm10-BMGE05,
601	Hejnol2009Tribe4201_0,Simion2017V2META15803-42-Calc_Hmm10-BMGE05,Borowiec2015_Total1080OG797.fasta.aln_gene873,
602	Simion2017V2META15435-42-Calc_Hmm10-BMGE05,Borowiec2015_Total1080OG80.fasta.aln_gene888,Hejnol2009Tribe4616_0,
603	Hejnol2009Tribe1961_0,Borowiec2015_Total1080OG805.fasta.aln_gene883,Simion2017V2META14166-42-Calc_Hmm10-BMGE05,
604	Hejnol2009Tribe1159_0,Borowiec2015_Total1080OG806.fasta.aln_gene884,Dunn2008Tribe927,
605	Borowiec2015_Total1080OG809.fasta.aln_gene887,Hejnol2009Tribe5653_0,Simion2017V2META13600-42-Calc_Hmm10-BMGE05,
606	Borowiec2015_Total1080OG822.fasta.aln_gene902,Hejnol2009Tribe4074_0,Simion2017V2META15266-42-Calc_Hmm10-BMGE05,
607	Simion2017V2META15532-42-Calc_Hmm10-BMGE05,Borowiec2015_Total1080OG826.fasta.aln_gene906,Ryan2013_estgene226,
608	Borowiec2015_Total1080OG842.fasta.aln_gene923,Simion2017V2META14412-42-Calc_Hmm10-BMGE05,Hejnol2009Tribe3126_0,
609	Simion2017V2META14975-42-Calc_Hmm10-BMGE05,Ryan2013_estgene230,Borowiec2015_Total1080OG845.fasta.aln_gene926,
610	Hejnol2009Tribe3416_0,Borowiec2015_Total1080OG849.fasta.aln_gene929,Simion2017V2META13404-42-Calc_Hmm10-BMGE05,
611	Borowiec2015_Total1080OG853.fasta.aln_gene934,Hejnol2009Tribe1608_0,Ryan2013_estgene115,
612	Borowiec2015_Total1080OG856.fasta.aln_gene936,Simion2017V2META15692-42-Calc_Hmm10-BMGE05,Hejnol2009Tribe4023_0,
613	Borowiec2015_Total1080OG858.fasta.aln_gene938,Simion2017V2META15048-42-Calc_Hmm10-BMGE05,Hejnol2009Tribe2033_0,
614	Hejnol2009Tribe3667_0,Borowiec2015_Total1080OG869.fasta.aln_gene950,Simion2017V2META13544-42-Calc_Hmm10-BMGE05,
615	Borowiec2015_Total1080OG870.fasta.aln_gene952,Hejnol2009Tribe2876_0,Simion2017V2META15342-42-Calc_Hmm10-BMGE05,
616	Borowiec2015_Total1080OG879.fasta.aln_gene961,Hejnol2009Tribe2796_0,Simion2017V2META14615-42-Calc_Hmm10-BMGE05,
617	Borowiec2015_Total1080OG881.fasta.aln_gene964,Hejnol2009Tribe2794_0,Simion2017V2META15998-42-Calc_Hmm10-BMGE05,
618	Borowiec2015_Total1080OG887.fasta.aln_gene970,Hejnol2009Tribe1677_0,Simion2017V2META13386-42-Calc_Hmm10-BMGE05,
619	Simion2017V2META13757-42-Calc_Hmm10-BMGE05,Borowiec2015_Total1080OG893.fasta.aln_gene977,Hejnol2009Tribe6187_0,
620	Hejnol2009Tribe2950_0,Simion2017V2META13349-42-Calc_Hmm10-BMGE05,Borowiec2015_Total1080OG896.fasta.aln_gene980,
621	Simion2017V2META14755-42-Calc_Hmm10-BMGE05,Hejnol2009Tribe4168_0,Borowiec2015_Total1080OG902.fasta.aln_gene988,
622	Simion2017V2META15237-42-Calc_Hmm10-BMGE05,Borowiec2015_Total1080OG918.fasta.aln_gene1003,Hejnol2009Tribe5463_0,
623	Simion2017V2META13574-42-Calc_Hmm10-BMGE05,Hejnol2009Tribe3482_0,Borowiec2015_Total1080OG921.fasta.aln_gene1007,
624	Hejnol2009Tribe3280_0,Borowiec2015_Total1080OG930.fasta.aln_gene1015,Simion2017V2META15630-42-Calc_Hmm10-BMGE05,
625	Borowiec2015_Total1080OG940.fasta.aln_gene1025,Hejnol2009Tribe1675_0,Simion2017V2META14087-42-Calc_Hmm10-BMGE05,
626	Dunn2008Tribe613,Borowiec2015_Total1080OG943.fasta.aln_gene1028,Ryan2013_estgene328,
627	Hejnol2009Tribe1601_0,Borowiec2015_Total1080OG971.fasta.aln_gene1056,Simion2017V2META14936-42-Calc_Hmm10-BMGE05,
628	Hejnol2009Tribe5045_0,Borowiec2015_Total1080OG977.fasta.aln_gene1061,Simion2017V2META14004-42-Calc_Hmm10-BMGE05,
629	Hejnol2009Tribe2620_0,Simion2017V2META14934-42-Calc_Hmm10-BMGE05,Borowiec2015_Total1080OG995.fasta.aln_gene1076,
630	Hejnol2009Tribe3020_0,Simion2017V2META16392-42-Calc_Hmm10-BMGE05,Borowiec2015_Total1080OG998.fasta.aln_gene1078,
631	Chang2015arp23,Nosenko2013_nonribo_9187KOG1523,Philippe2009Gene_0003,
632	Philippe2009Gene_0013,Chang2015cpn60,Whelan2017_strictSubset19,
633	Ryan2013_estgene248,Chang2015dihydrolatransacylase,Simion2017V2META13663-42-Calc_Hmm10-BMGE05,
634	Ryan2013_estgene403,Chang2015psmb,Philippe2009Gene_0049,
635	Moroz2014_3d887,Ryan2013_estgene134,Chang2015pyrdehydroe1b_01,
636	Philippe2009Gene_0120,Simion2017V2META11037-1-42-Calc_Hmm10-BMGE05,Chang2015srs,
637	Chang2015suca,Simion2017V2META12120-2-42-Calc_Hmm10-BMGE05,Philippe2009Gene_0122,
638	Chang2015tribe1007,Dunn2008Tribe1007,Ryan2013_estgene259,
639	Chang2015tribe333,Whelan2017_fullSubset36_01,Dunn2008Tribe333,
640	Dunn2008Tribe585,Chang2015tribe585,Nosenko2013_nonribo_9187KOG0854,
641	Hejnol2009Tribe828_0,Chang2015tribe717,Dunn2008Tribe717,
642	Hejnol2009Tribe1133_0,Dunn2008Tribe893,Chang2015tribe893,
643	Simion2017V2META14962-42-Calc_Hmm10-BMGE05,Chang2015tribe930,Dunn2008Tribe930,
644	Philippe2009Gene_0126,Chang2015vatb,Whelan2015_D1Gene_0585,
645	Simion2017V2META12690-42-Calc_Hmm10-BMGE05,Chang2015vate,Philippe2009Gene_0127,
646	Simion2017V2META13621-42-Calc_Hmm10-BMGE05,Chang2015yif1p,Ryan2013_estgene144,
647	Dunn2008Tribe1050,Ryan2013_estgene260,Hejnol2009Tribe1477_0,
648	Ryan2013_estgene367,Dunn2008Tribe1054,Hejnol2009Tribe1390_0,
649	Dunn2008Tribe1169,Hejnol2009Tribe1625_0,Ryan2013_estgene170,
650	Dunn2008Tribe1245,Hejnol2009Tribe1549_0,Ryan2013_estgene368,
651	Nosenko2013_ribo_14615KOG3449,Dunn2008Tribe271,Nosenko2013_ribo_11057KOG3449,
652	Hejnol2009Tribe400_0,Dunn2008Tribe281,Ryan2013_estgene390,
653	Ryan2013_estgene90,Dunn2008Tribe647,Simion2017V2META13213-42-Calc_Hmm10-BMGE05,
654	Dunn2008Tribe726,Hejnol2009Tribe1016_0,Ryan2013_estgene284,
655	Dunn2008Tribe739,Hejnol2009Tribe1039_0,Ryan2013_estgene44,
656	Hejnol2009Tribe1160_0,Dunn2008Tribe783,Ryan2013_estgene245,
657	Hejnol2009Tribe1194_0,Dunn2008Tribe906,Ryan2013_estgene180,
658	Hejnol2009Tribe1291_0,Simion2017V2META13776-42-Calc_Hmm10-BMGE05,Dunn2008Tribe916,
659	Hejnol2009Tribe1028_0,Simion2017V2META12503-42-Calc_Hmm10-BMGE05,Ryan2013_estgene196,
660	Ryan2013_estgene65,Simion2017V2META12922-42-Calc_Hmm10-BMGE05,Hejnol2009Tribe1214_0,
661	Ryan2013_estgene206,Hejnol2009Tribe1220_0,Simion2017V2META14537-42-Calc_Hmm10-BMGE05,
662	Ryan2013_estgene210,Hejnol2009Tribe1523_0,Simion2017V2META15200-42-Calc_Hmm10-BMGE05,
663	Ryan2013_estgene159,Simion2017V2META14047-42-Calc_Hmm10-BMGE05,Hejnol2009Tribe1564_0,
664	Hejnol2009Tribe1610_0,Ryan2013_estgene384,Simion2017V2META15238-42-Calc_Hmm10-BMGE05,
665	Ryan2013_estgene73,Simion2017V2META12669-42-Calc_Hmm10-BMGE05,Hejnol2009Tribe1668_0,
666	Ryan2013_estgene97,Hejnol2009Tribe1805_0,Simion2017V2META14163-42-Calc_Hmm10-BMGE05,
667	Ryan2013_estgene275,Simion2017V2META13969-42-Calc_Hmm10-BMGE05,Hejnol2009Tribe1868_0,
668	Simion2017V2META13208-42-Calc_Hmm10-BMGE05,Ryan2013_estgene329,Hejnol2009Tribe1929_0,
669	Simion2017V2META12725-42-Calc_Hmm10-BMGE05,Hejnol2009Tribe1935_0,Moroz2014_3d828,
670	Hejnol2009Tribe1963_0,Ryan2013_estgene320,Simion2017V2META13688-42-Calc_Hmm10-BMGE05,
671	Simion2017V2META14223-42-Calc_Hmm10-BMGE05,Ryan2013_estgene346,Hejnol2009Tribe2051_0,
672	Ryan2013_estgene279,Simion2017V2META16180-42-Calc_Hmm10-BMGE05,Hejnol2009Tribe2132_0,
673	Ryan2013_estgene48,Hejnol2009Tribe2134_0,Simion2017V2META13299-42-Calc_Hmm10-BMGE05,
674	Whelan2017_fullSubset12_03,Ryan2013_estgene11,Hejnol2009Tribe2145_0,
675	Ryan2013_estgene255,Hejnol2009Tribe2178_0,Simion2017V2META14168-42-Calc_Hmm10-BMGE05,
676	Hejnol2009Tribe3342_0,Hejnol2009Tribe2194_0,Simion2017V2META16791-42-Calc_Hmm10-BMGE05,
677	Simion2017V2META11061-1-42-Calc_Hmm10-BMGE05,Hejnol2009Tribe2435_0,Ryan2013_estgene138,
678	Ryan2013_estgene57,Hejnol2009Tribe2562_0,Simion2017V2META14197-42-Calc_Hmm10-BMGE05,
679	Ryan2013_estgene219,Hejnol2009Tribe2583_0,Simion2017V2META13801-42-Calc_Hmm10-BMGE05,
680	Simion2017V2META15196-42-Calc_Hmm10-BMGE05,Hejnol2009Tribe4808_0,Hejnol2009Tribe2595_0,
681	Simion2017V2META13383-42-Calc_Hmm10-BMGE05,Ryan2013_estgene174,Hejnol2009Tribe2810_0,
682	Whelan2017_fullSubset6_04,Hejnol2009Tribe3276_0,Simion2017V2META16411-42-Calc_Hmm10-BMGE05,
683	Hejnol2009Tribe3279_0,Ryan2013_estgene96,Simion2017V2META13804-42-Calc_Hmm10-BMGE05,
684	Simion2017V2META13733-42-Calc_Hmm10-BMGE05,Hejnol2009Tribe3432_0,Ryan2013_estgene8,
685	Hejnol2009Tribe3439_0,Simion2017V2META11101-1-42-Calc_Hmm10-BMGE05,Simion2017V2META11101-2-42-Calc_Hmm10-BMGE05,
686	Simion2017V2META15733-42-Calc_Hmm10-BMGE05,Hejnol2009Tribe3755_0,Ryan2013_estgene147,
687	Hejnol2009Tribe3785_0,Simion2017V2META14647-42-Calc_Hmm10-BMGE05,Ryan2013_estgene315,
688	Hejnol2009Tribe3895_0,Simion2017V2META13312-42-Calc_Hmm10-BMGE05,Moroz2014_3d179,
689	Simion2017V2META13316-42-Calc_Hmm10-BMGE05,Ryan2013_estgene193,Hejnol2009Tribe3994_0,
690	Hejnol2009Tribe4192_0,Simion2017V2META11191-2-42-Calc_Hmm10-BMGE05,Simion2017V2META11191-1-42-Calc_Hmm10-BMGE05,
691	Ryan2013_estgene262,Simion2017V2META13690-42-Calc_Hmm10-BMGE05,Hejnol2009Tribe4847_0,
692	Hejnol2009Tribe568_0,Simion2017V2META14945-42-Calc_Hmm10-BMGE05,Ryan2013_estgene257,
693	Simion2017V2META11387-1-42-Calc_Hmm10-BMGE05,Simion2017V2META11387-2-42-Calc_Hmm10-BMGE05,Hejnol2009Tribe712_1,
694	Ryan2013_estgene50,Hejnol2009Tribe993_0,Simion2017V2META14146-42-Calc_Hmm10-BMGE05,
695	Moroz2014_3d54,Whelan2017_fullSubset5_03,Simion2017V2META13687-42-Calc_Hmm10-BMGE05,
696	Whelan2015_D1Gene_0094,Moroz2014_3d94,Whelan2015_D10Gene_0094,
697	Simion2017V2META13800-42-Calc_Hmm10-BMGE05,Ryan2013_estgene234,Moroz2014_3d125,
698	Simion2017V2META11133-1-42-Calc_Hmm10-BMGE05,Moroz2014_3d383,Whelan2017_fullSubset10_04,
699	Whelan2015_D1Gene_0503,Whelan2015_D10Gene_0503,Moroz2014_3d503,
700	Whelan2015_D1Gene_0631,Moroz2014_3d631,Whelan2015_D10Gene_0631,
701	Whelan2017_fullSubset13_06,Simion2017V2META12940-42-Calc_Hmm10-BMGE05,Moroz2014_3d735,
702	Whelan2015_D10Gene_0775,Whelan2015_D1Gene_0775,Moroz2014_3d775,
703	Simion2017V2META13334-42-Calc_Hmm10-BMGE05,Moroz2014_3d801,Whelan2017_fullSubset30_04,
704	Nosenko2013_nonribo_9187KOG0279,Simion2017V2META13325-42-Calc_Hmm10-BMGE05,Ryan2013_estgene360,
705	Nosenko2013_nonribo_9187KOG0417,Simion2017V2META14532-42-Calc_Hmm10-BMGE05,Whelan2015_D1Gene_0323,
706	Philippe2009Gene_0108,Nosenko2013_ribo_14615KOG0004,Nosenko2013_ribo_11057KOG0004,
707	Ryan2013_estgene155,Borowiec2015_Total1080OG41.fasta.aln_gene479,Simion2017V2META13749-42-Calc_Hmm10-BMGE05,
708	Simion2017V2META12998-42-Calc_Hmm10-BMGE05,Ryan2013_estgene79,Ryan2013_estgene179,
709	Whelan2017_fullSubset4_15,Ryan2013_estgene332,Simion2017V2META13418-42-Calc_Hmm10-BMGE05,
710	Simion2017V2META12310-42-Calc_Hmm10-BMGE05,Ryan2013_estgene99,Ryan2013_estgene43,
711	Whelan2015_D1Gene_0448,Whelan2015_D10Gene_0448,Simion2017V2META10895-2-42-Calc_Hmm10-BMGE05,
712	Whelan2015_D1Gene_0661,Whelan2015_D10Gene_0661,Simion2017V2META11406-42-Calc_Hmm10-BMGE05,
713	Whelan2015_D10Gene_0270,Simion2017V2META11754-42-Calc_Hmm10-BMGE05,Whelan2015_D1Gene_0270,
714	Whelan2015_D10Gene_1033,Whelan2015_D1Gene_1033,Simion2017V2META11910-42-Calc_Hmm10-BMGE05,
715	Simion2017V2META12996-42-Calc_Hmm10-BMGE05,Simion2017V2META12427-42-Calc_Hmm10-BMGE05,Simion2017V2META12106-42-Calc_Hmm10-BMGE05,
716	Whelan2017_strictSubset5,Simion2017V2META12982-42-Calc_Hmm10-BMGE05,Whelan2017_fullSubset2_02,
717	Simion2017V2META13074-42-Calc_Hmm10-BMGE05,Whelan2015_D1Gene_0484,Whelan2015_D10Gene_0484,
718	Simion2017V2META13191-42-Calc_Hmm10-BMGE05,Whelan2015_D1Gene_0194,Whelan2017_strictSubset15,
719	Simion2017V2META14195-42-Calc_Hmm10-BMGE05,Whelan2017_fullSubset29_03,Simion2017V2META13786-42-Calc_Hmm10-BMGE05,
720	Whelan2015_D1Gene_0457,Whelan2015_D10Gene_0457,Simion2017V2META14479-42-Calc_Hmm10-BMGE05,
721	Borowiec2015_Total1080OG1005.fasta.aln_gene5,Borowiec2015_Best108OG1005.fasta.aln_gene2,
722	Borowiec2015_Total1080OG1129.fasta.aln_gene120,Borowiec2015_Best108OG1129.fasta.aln_gene7,
723	Borowiec2015_Best108OG113.fasta.aln_gene9,Borowiec2015_Total1080OG113.fasta.aln_gene131,
724	Borowiec2015_Best108OG132.fasta.aln_gene13,Borowiec2015_Total1080OG132.fasta.aln_gene172,
725	Borowiec2015_Total1080OG145.fasta.aln_gene184,Borowiec2015_Best108OG145.fasta.aln_gene16,
726	Borowiec2015_Total1080OG17.fasta.aln_gene220,Borowiec2015_Best108OG17.fasta.aln_gene18,
727	Borowiec2015_Total1080OG370.fasta.aln_gene425,Borowiec2015_Best108OG370.fasta.aln_gene44,
728	Borowiec2015_Total1080OG408.fasta.aln_gene466,Borowiec2015_Best108OG408.fasta.aln_gene49,
729	Borowiec2015_Total1080OG444.fasta.aln_gene505,Borowiec2015_Best108OG444.fasta.aln_gene56,
730	Borowiec2015_Total1080OG49.fasta.aln_gene563,Borowiec2015_Best108OG49.fasta.aln_gene61,
731	Borowiec2015_Best108OG496.fasta.aln_gene60,Borowiec2015_Total1080OG496.fasta.aln_gene560,
732	Borowiec2015_Best108OG513.fasta.aln_gene63,Borowiec2015_Total1080OG513.fasta.aln_gene576,
733	Borowiec2015_Best108OG573.fasta.aln_gene73,Borowiec2015_Total1080OG573.fasta.aln_gene636,
734	Borowiec2015_Best108OG619.fasta.aln_gene78,Borowiec2015_Total1080OG619.fasta.aln_gene685,
735	Borowiec2015_Best108OG624.fasta.aln_gene79,Borowiec2015_Total1080OG624.fasta.aln_gene689,
736	Borowiec2015_Total1080OG685.fasta.aln_gene754,Borowiec2015_Best108OG685.fasta.aln_gene85,
737	Borowiec2015_Best108OG686.fasta.aln_gene86,Borowiec2015_Total1080OG686.fasta.aln_gene755,
738	Borowiec2015_Total1080OG871.fasta.aln_gene953,Borowiec2015_Best108OG871.fasta.aln_gene102,
739	Borowiec2015_Total1080OG95.fasta.aln_gene1045,Borowiec2015_Best108OG95.fasta.aln_gene108,
740	Borowiec2015_Total1080OG1000.fasta.aln_gene1,Simion2017V2META12538-42-Calc_Hmm10-BMGE05,
741	Hejnol2009Tribe4544_0,Borowiec2015_Total1080OG1002.fasta.aln_gene2,
742	Borowiec2015_Total1080OG1006.fasta.aln_gene6,Simion2017V2META12886-42-Calc_Hmm10-BMGE05,
743	Borowiec2015_Total1080OG1014.fasta.aln_gene14,Hejnol2009Tribe4948_0,
744	Borowiec2015_Total1080OG1016.fasta.aln_gene16,Hejnol2009Tribe5093_0,
745	Borowiec2015_Total1080OG1017.fasta.aln_gene17,Simion2017V2META15173-42-Calc_Hmm10-BMGE05,
746	Hejnol2009Tribe5496_0,Borowiec2015_Total1080OG1018.fasta.aln_gene18,
747	Borowiec2015_Total1080OG1024.fasta.aln_gene23,Hejnol2009Tribe4724_0,
748	Borowiec2015_Total1080OG1026.fasta.aln_gene25,Hejnol2009Tribe5382_0,
749	Hejnol2009Tribe4164_0,Borowiec2015_Total1080OG1029.fasta.aln_gene26,
750	Hejnol2009Tribe4576_0,Borowiec2015_Total1080OG1031.fasta.aln_gene29,
751	Borowiec2015_Total1080OG1038.fasta.aln_gene35,Hejnol2009Tribe4821_0,
752	Borowiec2015_Total1080OG1039.fasta.aln_gene36,Simion2017V2META15997-42-Calc_Hmm10-BMGE05,
753	Borowiec2015_Total1080OG1043.fasta.aln_gene40,Simion2017V2META13288-1-42-Calc_Hmm10-BMGE05,
754	Borowiec2015_Total1080OG1045.fasta.aln_gene42,Simion2017V2META14177-42-Calc_Hmm10-BMGE05,
755	Hejnol2009Tribe2893_0,Borowiec2015_Total1080OG1046.fasta.aln_gene43,
756	Borowiec2015_Total1080OG1049.fasta.aln_gene46,Simion2017V2META14543-42-Calc_Hmm10-BMGE05,
757	Hejnol2009Tribe3309_0,Borowiec2015_Total1080OG1055.fasta.aln_gene51,
758	Hejnol2009Tribe5415_0,Borowiec2015_Total1080OG1058.fasta.aln_gene54,
759	Simion2017V2META16024-42-Calc_Hmm10-BMGE05,Borowiec2015_Total1080OG1059.fasta.aln_gene55,
760	Borowiec2015_Total1080OG106.fasta.aln_gene66,Simion2017V2META14332-42-Calc_Hmm10-BMGE05,
761	Borowiec2015_Total1080OG1069.fasta.aln_gene65,Simion2017V2META14895-42-Calc_Hmm10-BMGE05,
762	Hejnol2009Tribe4566_0,Borowiec2015_Total1080OG1070.fasta.aln_gene67,
763	Borowiec2015_Total1080OG1072.fasta.aln_gene68,Hejnol2009Tribe3237_0,
764	Borowiec2015_Total1080OG1075.fasta.aln_gene70,Hejnol2009Tribe4972_0,
765	Simion2017V2META13056-42-Calc_Hmm10-BMGE05,Borowiec2015_Total1080OG1076.fasta.aln_gene71,
766	Hejnol2009Tribe3945_0,Borowiec2015_Total1080OG1077.fasta.aln_gene72,
767	Hejnol2009Tribe4323_0,Borowiec2015_Total1080OG1081.fasta.aln_gene77,
768	Simion2017V2META13882-42-Calc_Hmm10-BMGE05,Borowiec2015_Total1080OG1082.fasta.aln_gene78,
769	Borowiec2015_Total1080OG1083.fasta.aln_gene79,Simion2017V2META14451-42-Calc_Hmm10-BMGE05,
770	Hejnol2009Tribe4588_0,Borowiec2015_Total1080OG1085.fasta.aln_gene80,
771	Hejnol2009Tribe2811_0,Borowiec2015_Total1080OG1087.fasta.aln_gene81,
772	Borowiec2015_Total1080OG1088.fasta.aln_gene82,Simion2017V2META14365-42-Calc_Hmm10-BMGE05,
773	Hejnol2009Tribe4157_0,Borowiec2015_Total1080OG1090.fasta.aln_gene84,
774	Borowiec2015_Total1080OG1093.fasta.aln_gene86,Hejnol2009Tribe4351_0,
775	Simion2017V2META14746-42-Calc_Hmm10-BMGE05,Borowiec2015_Total1080OG1095.fasta.aln_gene88,
776	Borowiec2015_Total1080OG1097.fasta.aln_gene89,Hejnol2009Tribe4002_0,
777	Borowiec2015_Total1080OG1098.fasta.aln_gene90,Hejnol2009Tribe7276_0,
778	Whelan2017_fullSubset7_02,Borowiec2015_Total1080OG1099.fasta.aln_gene91,
779	Borowiec2015_Total1080OG1106.fasta.aln_gene97,Simion2017V2META12680-42-Calc_Hmm10-BMGE05,
780	Borowiec2015_Total1080OG1107.fasta.aln_gene98,Hejnol2009Tribe4761_0,
781	Borowiec2015_Total1080OG1108.fasta.aln_gene99,Simion2017V2META13285-42-Calc_Hmm10-BMGE05,
782	Borowiec2015_Total1080OG1109.fasta.aln_gene100,Simion2017V2META13302-42-Calc_Hmm10-BMGE05,
783	Simion2017V2META13677-42-Calc_Hmm10-BMGE05,Borowiec2015_Total1080OG1110.fasta.aln_gene102,
784	Borowiec2015_Total1080OG1112.fasta.aln_gene104,Hejnol2009Tribe5013_0,
785	Borowiec2015_Total1080OG1121.fasta.aln_gene113,Simion2017V2META11011-1-42-Calc_Hmm10-BMGE05,
786	Borowiec2015_Total1080OG1123.fasta.aln_gene115,Simion2017V2META12370-42-Calc_Hmm10-BMGE05,
787	Simion2017V2META11219-1-42-Calc_Hmm10-BMGE05,Borowiec2015_Total1080OG1133.fasta.aln_gene125,
788	Borowiec2015_Total1080OG1134.fasta.aln_gene126,Hejnol2009Tribe2383_0,
789	Hejnol2009Tribe1433_0,Borowiec2015_Total1080OG1137.fasta.aln_gene129,
790	Borowiec2015_Total1080OG1140.fasta.aln_gene132,Moroz2014_3d899,
791	Borowiec2015_Total1080OG1141.fasta.aln_gene133,Simion2017V2META10986-2-42-Calc_Hmm10-BMGE05,
792	Borowiec2015_Total1080OG1146.fasta.aln_gene138,Hejnol2009Tribe3470_0,
793	Simion2017V2META13322-42-Calc_Hmm10-BMGE05,Borowiec2015_Total1080OG1152.fasta.aln_gene145,
794	Borowiec2015_Total1080OG1160.fasta.aln_gene154,Borowiec2015_Total1080OG1161.fasta.aln_gene155,
795	Borowiec2015_Total1080OG123.fasta.aln_gene163,Simion2017V2META13262-42-Calc_Hmm10-BMGE05,
796	Borowiec2015_Total1080OG134.fasta.aln_gene174,Ryan2013_estgene39,
797	Simion2017V2META11583-2-42-Calc_Hmm10-BMGE05,Borowiec2015_Total1080OG138.fasta.aln_gene177,
798	Hejnol2009Tribe2929_0,Borowiec2015_Total1080OG141.fasta.aln_gene181,
799	Borowiec2015_Total1080OG149.fasta.aln_gene188,Hejnol2009Tribe3357_0,
800	Simion2017V2META16960-42-Calc_Hmm10-BMGE05,Borowiec2015_Total1080OG150.fasta.aln_gene190,
801	Borowiec2015_Total1080OG154.fasta.aln_gene194,Hejnol2009Tribe3118_0,
802	Borowiec2015_Total1080OG157.fasta.aln_gene197,Simion2017V2META12139-42-Calc_Hmm10-BMGE05,
803	Borowiec2015_Total1080OG159.fasta.aln_gene199,Simion2017V2META12684-42-Calc_Hmm10-BMGE05,
804	Simion2017V2META15144-42-Calc_Hmm10-BMGE05,Borowiec2015_Total1080OG163.fasta.aln_gene204,
805	Simion2017V2META12014-2-42-Calc_Hmm10-BMGE05,Borowiec2015_Total1080OG172.fasta.aln_gene212,
806	Borowiec2015_Total1080OG175.fasta.aln_gene215,Ryan2013_estgene269,
807	Simion2017V2META13306-42-Calc_Hmm10-BMGE05,Borowiec2015_Total1080OG176.fasta.aln_gene216,
808	Borowiec2015_Total1080OG179.fasta.aln_gene219,Simion2017V2META13424-42-Calc_Hmm10-BMGE05,
809	Borowiec2015_Total1080OG18.fasta.aln_gene230,Simion2017V2META12795-42-Calc_Hmm10-BMGE05,
810	Borowiec2015_Total1080OG180.fasta.aln_gene221,Hejnol2009Tribe2365_0,
811	Hejnol2009Tribe2329_0,Borowiec2015_Total1080OG186.fasta.aln_gene227,
812	Borowiec2015_Total1080OG188.fasta.aln_gene229,Simion2017V2META12291-2-42-Calc_Hmm10-BMGE05,
813	Borowiec2015_Total1080OG204.fasta.aln_gene247,Simion2017V2META13839-42-Calc_Hmm10-BMGE05,
814	Borowiec2015_Total1080OG206.fasta.aln_gene249,Hejnol2009Tribe2287_0,
815	Simion2017V2META12581-42-Calc_Hmm10-BMGE05,Borowiec2015_Total1080OG212.fasta.aln_gene256,
816	Borowiec2015_Total1080OG215.fasta.aln_gene258,Simion2017V2META12546-42-Calc_Hmm10-BMGE05,
817	Borowiec2015_Total1080OG219.fasta.aln_gene262,Simion2017V2META14560-42-Calc_Hmm10-BMGE05,
