	component_number	matrix_partition
592	97	Hejnol2009Tribe1786_0
593	97	Borowiec2015_Total1080OG298.fasta.aln_gene348
594	97	Whelan2015_D20Gene_0017
595	97	Whelan2015_D1Gene_0017
596	97	Whelan2015_D10Gene_0017
597	97	Whelan2017_fullSubset2_01
598	97	Ryan2013_estgene195
599	97	Borowiec2015_Best108OG298.fasta.aln_gene35
600	98	Chang2015rpl16b
601	98	Borowiec2015_Best108OG553.fasta.aln_gene68
602	98	Borowiec2015_Total1080OG553.fasta.aln_gene616
603	98	Nosenko2013_ribo_14615KOG3204
604	98	Nosenko2013_ribo_11057KOG3204
605	98	Philippe2009Gene_0057
606	98	Ryan2013_estgene63
607	98	Simion2017V2META14169-42-Calc_Hmm10-BMGE05
608	99	Borowiec2015_Total1080OG185.fasta.aln_gene226
609	99	Hejnol2009Tribe1559_0
610	99	Borowiec2015_Total1080OG442.fasta.aln_gene503
611	99	Simion2017V2META13115-42-Calc_Hmm10-BMGE05
612	99	Simion2017V2META14122-42-Calc_Hmm10-BMGE05
613	99	Dunn2008Tribe1190
614	99	Hejnol2009Tribe3252_0
615	99	Borowiec2015_Total1080OG712.fasta.aln_gene784
616	100	Philippe2009Gene_0059
617	100	Hejnol2009Tribe276_0
618	100	Nosenko2013_ribo_14615KOG1714
619	100	Nosenko2013_ribo_11057KOG1714
620	100	Borowiec2015_Total1080OG360.fasta.aln_gene415
621	100	Dunn2008Tribe179
622	100	Ryan2013_estgene221
623	100	Chang2015rpl18
624	101	Borowiec2015_Total1080OG478.fasta.aln_gene540
625	101	Simion2017V2META14141-42-Calc_Hmm10-BMGE05
626	101	Whelan2015_D1Gene_0084
627	101	Whelan2015_D20Gene_0084
628	101	Whelan2017_fullSubset13_01
629	101	Ryan2013_estgene336
630	101	Whelan2015_D10Gene_0084
631	101	Hejnol2009Tribe1521_0
632	102	Whelan2015_D10Gene_0641
633	102	Whelan2015_D20Gene_0641
634	102	Whelan2017_fullSubset5_08
635	102	Borowiec2015_Total1080OG667.fasta.aln_gene734
636	102	Moroz2014_3d641
637	102	Simion2017V2META14530-42-Calc_Hmm10-BMGE05
638	102	Whelan2015_D1Gene_0641
639	102	Hejnol2009Tribe4027_0
640	103	Borowiec2015_Total1080OG833.fasta.aln_gene913
641	103	Ryan2013_estgene375
642	103	Whelan2015_D10Gene_0624
643	103	Hejnol2009Tribe1598_0
644	103	Whelan2015_D20Gene_0624
645	103	Dunn2008Tribe1335
646	103	Simion2017V2META14369-42-Calc_Hmm10-BMGE05
647	103	Whelan2015_D1Gene_0624
648	104	Whelan2015_D1Gene_0041
649	104	Borowiec2015_Total1080OG897.fasta.aln_gene981
650	104	Whelan2015_D20Gene_0041
651	104	Whelan2017_fullSubset5_01
652	104	Moroz2014_3d41
653	104	Whelan2015_D10Gene_0041
654	104	Simion2017V2META14204-42-Calc_Hmm10-BMGE05
655	104	Hejnol2009Tribe2996_0
656	105	Moroz2014_3d975
657	105	Whelan2015_D1Gene_0975
658	105	Whelan2017_fullSubset23_07
659	105	Whelan2015_D10Gene_0975
660	105	Hejnol2009Tribe2845_0
661	105	Whelan2015_D20Gene_0975
662	105	Borowiec2015_Total1080OG905.fasta.aln_gene991
663	105	Simion2017V2META14735-42-Calc_Hmm10-BMGE05
664	106	Nosenko2013_ribo_11057KOG0327
665	106	Chang2015if4a_01
666	106	Philippe2009Gene_0025
667	106	Chang2015if4a
668	106	Nosenko2013_ribo_14615KOG0327
669	106	Philippe2009Gene_0026
670	106	Simion2017V2META10102-2-2-2-42-Calc_Hmm10-BMGE05
671	106	Nosenko2013_ribo_14615KOG0328
672	107	Chang2015if6
673	107	Ryan2013_estgene166
674	107	Whelan2015_D20Gene_0007
675	107	Whelan2015_D1Gene_0007
676	107	Simion2017V2META14109-42-Calc_Hmm10-BMGE05
677	107	Whelan2017_fullSubset1_01
678	107	Hejnol2009Tribe1463_0
679	107	Whelan2015_D10Gene_0007
680	108	Philippe2009Gene_0030
681	108	Whelan2017_strictSubset30
682	108	Philippe2009Gene_0032
683	108	Whelan2015_D1Gene_0571
684	108	Simion2017V2META10203-1-1-42-Calc_Hmm10-BMGE05
685	108	Philippe2009Gene_0031
686	108	Whelan2017_fullSubset39_01
687	108	Chang2015nsf1_01
688	109	Philippe2009Gene_0075
689	109	Nosenko2013_ribo_14615KOG0887
690	109	Dunn2008Tribe268
691	109	Simion2017V2META14374-42-Calc_Hmm10-BMGE05
692	109	Hejnol2009Tribe387_0
693	109	Nosenko2013_ribo_11057KOG0887
694	109	Chang2015rpl33a
695	109	Ryan2013_estgene107
696	110	Whelan2015_D1Gene_0277
697	110	Nosenko2013_ribo_11057KOG3475
698	110	Dunn2008Tribe241
699	110	Whelan2015_D10Gene_0277
700	110	Whelan2015_D20Gene_0277
701	110	Nosenko2013_ribo_14615KOG3475
702	110	Philippe2009Gene_0079
703	110	Chang2015rpl37a
704	111	Hejnol2009Tribe1272_0
705	111	Ryan2013_estgene130
706	111	Whelan2015_D1Gene_0951
707	111	Chang2015tribe1374
708	111	Simion2017V2META13358-42-Calc_Hmm10-BMGE05
709	111	Dunn2008Tribe1374
710	111	Whelan2015_D10Gene_0951
711	111	Whelan2015_D20Gene_0951
712	112	Ryan2013_estgene192
713	112	Whelan2015_D20Gene_0690
714	112	Simion2017V2META13240-42-Calc_Hmm10-BMGE05
715	112	Hejnol2009Tribe963_0
716	112	Whelan2015_D1Gene_0690
717	112	Whelan2015_D10Gene_0690
718	112	Chang2015tribe961
719	112	Dunn2008Tribe961
720	113	Whelan2015_D1Gene_0511
721	113	Whelan2017_fullSubset32_01
722	113	Hejnol2009Tribe2055_0
723	113	Simion2017V2META13819-42-Calc_Hmm10-BMGE05
724	113	Whelan2015_D10Gene_0511
725	113	Ryan2013_estgene214
726	113	Whelan2017_strictSubset27
727	113	Whelan2015_D20Gene_0511
728	114	Whelan2015_D20Gene_0169
729	114	Whelan2017_fullSubset18_01
730	114	Moroz2014_3d174
731	114	Whelan2015_D10Gene_0169
732	114	Whelan2015_D1Gene_0169
733	114	Whelan2017_strictSubset14
734	114	Simion2017V2META14037-42-Calc_Hmm10-BMGE05
735	114	Whelan2017_strictSubset13
736	115	Ryan2013_estgene37
737	115	Whelan2017_fullSubset11_01
738	115	Whelan2015_D1Gene_0077
739	116	Whelan2015_D10Gene_0088
740	116	Whelan2015_D20Gene_0088
741	116	Whelan2015_D1Gene_0088
742	116	Whelan2017_fullSubset11_02
743	117	Whelan2017_fullSubset23_06
744	117	Simion2017V2META14005-42-Calc_Hmm10-BMGE05
745	117	Borowiec2015_Best108OG205.fasta.aln_gene22
746	117	Whelan2015_D10Gene_0941
747	117	Whelan2015_D20Gene_0941
748	117	Whelan2015_D1Gene_0941
749	117	Borowiec2015_Total1080OG205.fasta.aln_gene248
750	118	Borowiec2015_Total1080OG218.fasta.aln_gene261
751	118	Dunn2008Tribe896
752	118	Chang2015tribe896
753	118	Hejnol2009Tribe1063_0
754	118	Simion2017V2META12821-42-Calc_Hmm10-BMGE05
755	118	Borowiec2015_Best108OG218.fasta.aln_gene25
756	118	Ryan2013_estgene261
757	119	Dunn2008Tribe1381
758	119	Ryan2013_estgene78
759	119	Simion2017V2META13434-42-Calc_Hmm10-BMGE05
760	119	Borowiec2015_Best108OG28.fasta.aln_gene32
761	119	Borowiec2015_Total1080OG28.fasta.aln_gene339
762	119	Chang2015tribe1381_01
763	119	Hejnol2009Tribe1531_0
764	120	Whelan2017_fullSubset31_02
765	120	Hejnol2009Tribe4565_0
766	120	Borowiec2015_Best108OG294.fasta.aln_gene33
767	120	Simion2017V2META10658-2-42-Calc_Hmm10-BMGE05
768	120	Whelan2015_D1Gene_0534
769	120	Borowiec2015_Total1080OG294.fasta.aln_gene344
770	120	Ryan2013_estgene208
771	121	Borowiec2015_Best108OG440.fasta.aln_gene55
772	121	Nosenko2013_ribo_14615KOG1753
773	121	Chang2015rps16
774	121	Dunn2008Tribe242
775	121	Philippe2009Gene_0096
776	121	Borowiec2015_Total1080OG440.fasta.aln_gene501
777	121	Nosenko2013_ribo_11057KOG1753
778	122	Whelan2015_D20Gene_0171
779	122	Borowiec2015_Best108OG581.fasta.aln_gene74
780	122	Whelan2015_D10Gene_0171
781	122	Hejnol2009Tribe2976_0
782	122	Whelan2015_D1Gene_0171
783	122	Borowiec2015_Total1080OG581.fasta.aln_gene645
784	122	Simion2017V2META14041-42-Calc_Hmm10-BMGE05
785	123	Whelan2015_D1Gene_0251
786	123	Borowiec2015_Best108OG716.fasta.aln_gene89
787	123	Moroz2014_3d251
788	123	Borowiec2015_Total1080OG716.fasta.aln_gene788
789	123	Whelan2015_D10Gene_0251
790	123	Whelan2015_D20Gene_0251
791	123	Whelan2017_strictSubset20
792	124	Borowiec2015_Total1080OG88.fasta.aln_gene973
793	124	Borowiec2015_Best108OG88.fasta.aln_gene103
794	124	Borowiec2015_Total1080OG87.fasta.aln_gene962
795	124	Chang2015mcm
796	124	Whelan2015_D20Gene_0904
797	124	Whelan2015_D10Gene_0904
798	124	Whelan2015_D1Gene_0904
799	125	Whelan2017_fullSubset10_11
800	125	Simion2017V2META11809-42-Calc_Hmm10-BMGE05
801	125	Whelan2015_D1Gene_0667
802	125	Whelan2015_D10Gene_0667
803	125	Borowiec2015_Total1080OG105.fasta.aln_gene56
804	125	Whelan2015_D20Gene_0667
805	125	Ryan2013_estgene324
806	126	Whelan2015_D10Gene_0950
807	126	Whelan2015_D20Gene_0950
808	126	Hejnol2009Tribe3990_0
809	126	Borowiec2015_Total1080OG1052.fasta.aln_gene49
810	126	Whelan2015_D1Gene_0950
811	126	Moroz2014_3d950
812	126	Whelan2017_fullSubset8_03
813	127	Borowiec2015_Total1080OG1078.fasta.aln_gene73
814	127	Simion2017V2META14972-42-Calc_Hmm10-BMGE05
815	127	Ryan2013_estgene239
816	127	Whelan2015_D20Gene_0414
817	127	Whelan2017_strictSubset24
818	127	Whelan2015_D10Gene_0414
819	127	Whelan2015_D1Gene_0414
820	128	Whelan2015_D10Gene_0086
821	128	Simion2017V2META12462-42-Calc_Hmm10-BMGE05
822	128	Whelan2017_fullSubset4_04
823	128	Whelan2015_D1Gene_0086
824	128	Borowiec2015_Total1080OG233.fasta.aln_gene278
825	128	Whelan2015_D20Gene_0086
826	128	Moroz2014_3d86
827	129	Whelan2015_D10Gene_0874
828	129	Whelan2015_D20Gene_0874
829	129	Whelan2015_D1Gene_0874
830	129	Borowiec2015_Total1080OG307.fasta.aln_gene358
831	129	Simion2017V2META12235-42-Calc_Hmm10-BMGE05
832	129	Hejnol2009Tribe5046_0
833	129	Borowiec2015_Total1080OG987.fasta.aln_gene1069
834	130	Simion2017V2META12005-42-Calc_Hmm10-BMGE05
835	130	Borowiec2015_Total1080OG325.fasta.aln_gene377
836	130	Whelan2015_D1Gene_0257
837	130	Moroz2014_3d257
838	130	Whelan2015_D10Gene_0257
839	130	Hejnol2009Tribe2953_0
840	130	Whelan2015_D20Gene_0257
841	131	Whelan2015_D1Gene_0745
842	131	Simion2017V2META13283-42-Calc_Hmm10-BMGE05
843	131	Borowiec2015_Total1080OG351.fasta.aln_gene405
844	131	Moroz2014_3d745
845	131	Whelan2017_fullSubset12_06
846	131	Whelan2015_D10Gene_0745
847	131	Whelan2015_D20Gene_0745
848	132	Simion2017V2META13333-42-Calc_Hmm10-BMGE05
849	132	Whelan2015_D1Gene_0062
850	132	Hejnol2009Tribe2113_0
851	132	Ryan2013_estgene212
852	132	Borowiec2015_Total1080OG414.fasta.aln_gene473
853	132	Whelan2015_D20Gene_0062
854	132	Whelan2015_D10Gene_0062
855	133	Whelan2015_D10Gene_0394
856	133	Whelan2017_fullSubset26_04
857	133	Simion2017V2META12097-42-Calc_Hmm10-BMGE05
858	133	Borowiec2015_Total1080OG432.fasta.aln_gene493
859	133	Whelan2015_D20Gene_0394
860	133	Whelan2015_D1Gene_0394
861	133	Moroz2014_3d394
862	134	Whelan2017_fullSubset4_10
863	134	Simion2017V2META13420-42-Calc_Hmm10-BMGE05
864	134	Borowiec2015_Total1080OG448.fasta.aln_gene509
865	134	Moroz2014_3d487
866	134	Whelan2015_D10Gene_0487
867	134	Whelan2015_D20Gene_0487
868	134	Whelan2015_D1Gene_0487
869	135	Whelan2015_D10Gene_0623
870	135	Hejnol2009Tribe2787_0
871	135	Borowiec2015_Total1080OG450.fasta.aln_gene512
872	135	Whelan2017_fullSubset4_13
873	135	Whelan2015_D20Gene_0623
874	135	Whelan2015_D1Gene_0623
875	135	Simion2017V2META14554-42-Calc_Hmm10-BMGE05
876	136	Whelan2015_D1Gene_0696
877	136	Borowiec2015_Total1080OG490.fasta.aln_gene554
878	136	Hejnol2009Tribe3202_0
879	136	Moroz2014_3d696
880	136	Whelan2015_D10Gene_0696
881	136	Simion2017V2META13618-42-Calc_Hmm10-BMGE05
882	136	Whelan2015_D20Gene_0696
883	137	Borowiec2015_Total1080OG540.fasta.aln_gene604
884	137	Nosenko2013_ribo_14615KOG3452
885	137	Philippe2009Gene_0078
886	137	Dunn2008Tribe319
887	137	Chang2015rpl36
888	137	Ryan2013_estgene250
889	137	Nosenko2013_ribo_11057KOG3452
890	138	Simion2017V2META14127-42-Calc_Hmm10-BMGE05
891	138	Ryan2013_estgene317
892	138	Whelan2015_D10Gene_0143
893	138	Whelan2015_D20Gene_0143
894	138	Whelan2015_D1Gene_0143
895	138	Borowiec2015_Total1080OG687.fasta.aln_gene756
896	138	Hejnol2009Tribe1855_0
897	139	Whelan2015_D20Gene_0059
898	139	Simion2017V2META13534-42-Calc_Hmm10-BMGE05
899	139	Ryan2013_estgene93
900	139	Borowiec2015_Total1080OG796.fasta.aln_gene872
901	139	Hejnol2009Tribe3099_0
902	139	Whelan2015_D1Gene_0059
903	139	Whelan2015_D10Gene_0059
904	140	Simion2017V2META14147-42-Calc_Hmm10-BMGE05
905	140	Whelan2015_D20Gene_0920
906	140	Borowiec2015_Total1080OG824.fasta.aln_gene904
907	140	Whelan2015_D10Gene_0920
908	140	Ryan2013_estgene327
909	140	Whelan2015_D1Gene_0920
910	140	Hejnol2009Tribe2322_0
911	141	Whelan2015_D20Gene_0601
912	141	Hejnol2009Tribe2827_0
913	141	Whelan2017_fullSubset10_09
914	141	Borowiec2015_Total1080OG832.fasta.aln_gene912
915	141	Whelan2015_D1Gene_0601
916	141	Whelan2015_D10Gene_0601
917	141	Simion2017V2META14450-42-Calc_Hmm10-BMGE05
918	142	Whelan2015_D1Gene_0806
919	142	Ryan2013_estgene232
920	142	Borowiec2015_Total1080OG836.fasta.aln_gene916
921	142	Whelan2017_fullSubset23_05
922	142	Hejnol2009Tribe1732_0
923	142	Whelan2015_D20Gene_0806
924	142	Whelan2015_D10Gene_0806
925	143	Whelan2015_D1Gene_0966
926	143	Borowiec2015_Total1080OG848.fasta.aln_gene928
927	143	Simion2017V2META13712-42-Calc_Hmm10-BMGE05
928	143	Whelan2015_D10Gene_0966
929	143	Whelan2015_D20Gene_0966
930	143	Whelan2017_fullSubset13_07
931	143	Hejnol2009Tribe3421_0
932	144	Dunn2008Tribe805
933	144	Hejnol2009Tribe1043_0
934	144	Philippe2009Gene_0001
935	144	Ryan2013_estgene118
936	144	Simion2017V2META13714-42-Calc_Hmm10-BMGE05
937	144	Chang2015ar21
938	144	Moroz2014_3d170
939	145	Nosenko2013_ribo_14615KOG3403
940	145	Hejnol2009Tribe898_0
941	145	Nosenko2013_ribo_11057KOG3403
942	145	Ryan2013_estgene85
943	145	Philippe2009Gene_0022
944	145	Chang2015if1a
945	145	Dunn2008Tribe696
946	146	Nosenko2013_ribo_14615KOG2309
947	146	Whelan2017_strictSubset1
948	146	Chang2015rpl2
949	146	Dunn2008Tribe184
950	146	Simion2017V2META12918-42-Calc_Hmm10-BMGE05
951	146	Philippe2009Gene_0061
952	146	Nosenko2013_ribo_11057KOG2309
953	147	Dunn2008Tribe305
954	147	Ryan2013_estgene355
955	147	Nosenko2013_ribo_11057KOG3436
956	147	Philippe2009Gene_0077
957	147	Chang2015rpl35
958	147	Nosenko2013_ribo_14615KOG3436
959	147	Simion2017V2META13964-42-Calc_Hmm10-BMGE05
960	148	Whelan2017_fullSubset9_02
961	148	Chang2015rps14
962	148	Simion2017V2META12944-42-Calc_Hmm10-BMGE05
963	148	Philippe2009Gene_0094
964	148	Nosenko2013_ribo_14615KOG0407
965	148	Nosenko2013_ribo_11057KOG0407
966	148	Whelan2017_strictSubset16
967	149	Whelan2015_D20Gene_0044
968	149	Whelan2015_D10Gene_0044
969	149	Whelan2017_fullSubset4_02
970	149	Chang2015tribe340
971	149	Whelan2015_D1Gene_0044
972	149	Dunn2008Tribe340
973	149	Ryan2013_estgene89
974	150	Simion2017V2META14104-42-Calc_Hmm10-BMGE05
975	150	Whelan2015_D10Gene_0622
976	150	Hejnol2009Tribe2131_0
977	150	Whelan2017_fullSubset15_02
978	150	Whelan2015_D1Gene_0622
979	150	Ryan2013_estgene357
980	150	Whelan2015_D20Gene_0622
981	151	Ryan2013_estgene123
982	151	Whelan2015_D20Gene_0144
983	151	Simion2017V2META13959-42-Calc_Hmm10-BMGE05
984	151	Whelan2015_D10Gene_0144
985	151	Whelan2015_D1Gene_0144
986	151	Whelan2017_fullSubset6_03
987	151	Hejnol2009Tribe2192_0
988	152	Whelan2017_strictSubset8
989	152	Whelan2017_fullSubset10_01
990	152	Hejnol2009Tribe2352_0
991	152	Whelan2015_D1Gene_0076
992	152	Whelan2015_D10Gene_0076
993	152	Whelan2015_D20Gene_0076
994	152	Moroz2014_3d76
995	153	Whelan2015_D10Gene_0786
996	153	Whelan2017_fullSubset4_16
997	153	Moroz2014_3d786
998	153	Whelan2015_D1Gene_0786
999	153	Simion2017V2META14978-42-Calc_Hmm10-BMGE05
1000	153	Hejnol2009Tribe3535_0
1001	153	Whelan2015_D20Gene_0786
1002	154	Simion2017V2META13529-42-Calc_Hmm10-BMGE05
1003	154	Moroz2014_3d289
1004	154	Whelan2015_D1Gene_0289
1005	154	Hejnol2009Tribe3898_0
1006	154	Whelan2015_D20Gene_0289
1007	154	Whelan2015_D10Gene_0289
1008	154	Whelan2017_fullSubset12_02
1009	155	Borowiec2015_Total1080OG1010.fasta.aln_gene10
1010	155	Ryan2013_estgene293
1011	155	Chang2015pace2_01
1012	155	Simion2017V2META11065-1-42-Calc_Hmm10-BMGE05
1013	155	Borowiec2015_Best108OG1010.fasta.aln_gene3
1014	155	Ryan2013_estgene55
1015	156	Hejnol2009Tribe1169_0
1016	156	Chang2015pace2
1017	156	Simion2017V2META11065-2-42-Calc_Hmm10-BMGE05
1018	156	Ryan2013_estgene152
1019	156	Borowiec2015_Total1080OG1011.fasta.aln_gene11
1020	156	Borowiec2015_Best108OG1011.fasta.aln_gene4
1021	157	Simion2017V2META14114-42-Calc_Hmm10-BMGE05
1022	157	Whelan2015_D10Gene_0691
1023	157	Whelan2015_D20Gene_0691
1024	157	Whelan2015_D1Gene_0691
1025	157	Borowiec2015_Total1080OG2.fasta.aln_gene350
1026	157	Borowiec2015_Best108OG2.fasta.aln_gene36
1027	158	Whelan2015_D20Gene_0208
1028	158	Borowiec2015_Best108OG209.fasta.aln_gene23
1029	158	Simion2017V2META12745-1-42-Calc_Hmm10-BMGE05
1030	158	Whelan2015_D1Gene_0208
1031	158	Borowiec2015_Total1080OG209.fasta.aln_gene252
1032	158	Whelan2015_D10Gene_0208
1033	159	Borowiec2015_Best108OG482.fasta.aln_gene59
1034	159	Hejnol2009Tribe1795_0
1035	159	Whelan2017_fullSubset31_05
1036	159	Simion2017V2META14056-42-Calc_Hmm10-BMGE05
1037	159	Ryan2013_estgene289
1038	159	Borowiec2015_Total1080OG482.fasta.aln_gene545
1039	160	Dunn2008Tribe1489
1040	160	Ryan2013_estgene34
1041	160	Hejnol2009Tribe1736_0
1042	160	Simion2017V2META14482-42-Calc_Hmm10-BMGE05
1043	160	Borowiec2015_Best108OG890.fasta.aln_gene104
1044	160	Borowiec2015_Total1080OG890.fasta.aln_gene974
1045	161	Ryan2013_estgene200
1046	161	Simion2017V2META12682-42-Calc_Hmm10-BMGE05
1047	161	Whelan2015_D10Gene_0105
1048	161	Whelan2015_D1Gene_0105
1049	161	Whelan2015_D20Gene_0105
1050	161	Borowiec2015_Total1080OG1149.fasta.aln_gene141
1051	162	Whelan2015_D10Gene_0983
1052	162	Whelan2015_D20Gene_0983
1053	162	Simion2017V2META13725-42-Calc_Hmm10-BMGE05
1054	162	Moroz2014_3d983
1055	162	Whelan2015_D1Gene_0983
1056	162	Borowiec2015_Total1080OG225.fasta.aln_gene269
1057	163	Moroz2014_3d963
1058	163	Whelan2015_D20Gene_0963
1059	163	Borowiec2015_Total1080OG243.fasta.aln_gene289
1060	163	Hejnol2009Tribe2898_0
1061	163	Whelan2015_D1Gene_0963
1062	163	Whelan2015_D10Gene_0963
1063	164	Nosenko2013_ribo_14615KOG2916
1064	164	Philippe2009Gene_0123
1065	164	Hejnol2009Tribe1170_0
1066	164	Chang2015tif2a
1067	164	Borowiec2015_Total1080OG274.fasta.aln_gene322
1068	164	Ryan2013_estgene297
1069	165	Whelan2015_D1Gene_0123
1070	165	Hejnol2009Tribe1522_0
1071	165	Borowiec2015_Total1080OG275.fasta.aln_gene323
1072	165	Whelan2015_D10Gene_0123
1073	165	Ryan2013_estgene314
1074	165	Whelan2015_D20Gene_0123
1075	166	Whelan2015_D10Gene_0045
1076	166	Whelan2015_D20Gene_0045
1077	166	Simion2017V2META13630-42-Calc_Hmm10-BMGE05
1078	166	Borowiec2015_Total1080OG315.fasta.aln_gene367
1079	166	Whelan2015_D1Gene_0045
1080	166	Hejnol2009Tribe2726_0
1081	167	Borowiec2015_Total1080OG341.fasta.aln_gene394
1082	167	Whelan2015_D1Gene_0268
1083	167	Whelan2015_D20Gene_0268
1084	167	Whelan2017_fullSubset21_02
1085	167	Simion2017V2META14030-42-Calc_Hmm10-BMGE05
1086	167	Whelan2015_D10Gene_0268
1087	168	Whelan2017_fullSubset22_05
1088	168	Borowiec2015_Total1080OG382.fasta.aln_gene437
1089	168	Whelan2015_D1Gene_0614
1090	168	Whelan2015_D20Gene_0614
1091	168	Whelan2015_D10Gene_0614
1092	168	Moroz2014_3d614
1093	169	Whelan2015_D20Gene_0372
1094	169	Moroz2014_3d372
1095	169	Whelan2015_D1Gene_0372
1096	169	Whelan2015_D10Gene_0372
1097	169	Simion2017V2META13520-42-Calc_Hmm10-BMGE05
1098	169	Borowiec2015_Total1080OG429.fasta.aln_gene489
1099	170	Whelan2015_D1Gene_0177
1100	170	Whelan2017_fullSubset19_01
1101	170	Borowiec2015_Total1080OG463.fasta.aln_gene525
1102	170	Whelan2015_D20Gene_0177
1103	170	Whelan2015_D10Gene_0177
1104	170	Simion2017V2META14562-42-Calc_Hmm10-BMGE05
1105	171	Dunn2008Tribe852
1106	171	Borowiec2015_Total1080OG519.fasta.aln_gene582
1107	171	Ryan2013_estgene199
1108	171	Simion2017V2META15229-42-Calc_Hmm10-BMGE05
1109	171	Hejnol2009Tribe1265_0
1110	171	Chang2015tribe852
1111	172	Whelan2015_D20Gene_0813
1112	172	Whelan2015_D1Gene_0813
1113	172	Simion2017V2META13647-42-Calc_Hmm10-BMGE05
1114	172	Whelan2015_D10Gene_0813
1115	172	Borowiec2015_Total1080OG531.fasta.aln_gene594
1116	172	Hejnol2009Tribe3062_0
1117	173	Whelan2015_D20Gene_0709
1118	173	Whelan2015_D10Gene_0709
1119	173	Whelan2017_fullSubset29_04
1120	173	Borowiec2015_Total1080OG606.fasta.aln_gene673
1121	173	Simion2017V2META13723-42-Calc_Hmm10-BMGE05
1122	173	Whelan2015_D1Gene_0709
1123	174	Whelan2015_D10Gene_0727
1124	174	Whelan2015_D20Gene_0727
1125	174	Hejnol2009Tribe2321_0
1126	174	Moroz2014_3d727
1127	174	Borowiec2015_Total1080OG668.fasta.aln_gene735
1128	174	Whelan2015_D1Gene_0727
1129	175	Whelan2015_D20Gene_0974
1130	175	Whelan2015_D10Gene_0974
1131	175	Hejnol2009Tribe3869_0
1132	175	Borowiec2015_Total1080OG799.fasta.aln_gene875
1133	175	Simion2017V2META14498-42-Calc_Hmm10-BMGE05
1134	175	Whelan2015_D1Gene_0974
1135	176	Hejnol2009Tribe2270_0
1136	176	Whelan2015_D20Gene_0407
1137	176	Borowiec2015_Total1080OG800.fasta.aln_gene878
1138	176	Whelan2015_D10Gene_0407
1139	176	Whelan2015_D1Gene_0407
1140	176	Simion2017V2META14602-42-Calc_Hmm10-BMGE05
1141	177	Moroz2014_3d969
1142	177	Whelan2015_D1Gene_0969
1143	177	Whelan2015_D20Gene_0969
1144	177	Hejnol2009Tribe2744_0
1145	177	Whelan2015_D10Gene_0969
1146	177	Borowiec2015_Total1080OG810.fasta.aln_gene889
1147	178	Simion2017V2META13570-42-Calc_Hmm10-BMGE05
1148	178	Whelan2015_D10Gene_0863
1149	178	Hejnol2009Tribe3220_0
1150	178	Moroz2014_3d863
1151	178	Whelan2015_D1Gene_0863
1152	178	Borowiec2015_Total1080OG823.fasta.aln_gene903
1153	179	Simion2017V2META14346-42-Calc_Hmm10-BMGE05
1154	179	Whelan2015_D10Gene_0408
1155	179	Whelan2015_D1Gene_0408
1156	179	Hejnol2009Tribe3744_0
1157	179	Moroz2014_3d408
1158	179	Borowiec2015_Total1080OG860.fasta.aln_gene941
1159	180	Whelan2015_D20Gene_0346
1160	180	Borowiec2015_Total1080OG9.fasta.aln_gene1080
1161	180	Simion2017V2META14464-42-Calc_Hmm10-BMGE05
1162	180	Whelan2015_D10Gene_0346
1163	180	Whelan2015_D1Gene_0346
1164	180	Ryan2013_estgene353
1165	181	Whelan2015_D10Gene_0390
1166	181	Simion2017V2META13984-42-Calc_Hmm10-BMGE05
1167	181	Whelan2015_D1Gene_0390
1168	181	Whelan2017_fullSubset19_03
1169	181	Borowiec2015_Total1080OG957.fasta.aln_gene1042
1170	181	Whelan2015_D20Gene_0390
1171	182	Dunn2008Tribe1051
1172	182	Simion2017V2META14606-42-Calc_Hmm10-BMGE05
1173	182	Philippe2009Gene_0002
1174	182	Hejnol2009Tribe1382_0
1175	182	Chang2015arc20
1176	182	Ryan2013_estgene165
1177	183	Philippe2009Gene_0054
1178	183	Ryan2013_estgene291
1179	183	Nosenko2013_ribo_11057KOG3295
1180	183	Chang2015rpl13
1181	183	Nosenko2013_ribo_14615KOG3295
1182	183	Simion2017V2META12931-42-Calc_Hmm10-BMGE05
1183	184	Nosenko2013_ribo_11057KOG0829
1184	184	Simion2017V2META13092-42-Calc_Hmm10-BMGE05
1185	184	Chang2015rpl20
1186	184	Philippe2009Gene_0062
1187	184	Dunn2008Tribe232
1188	184	Nosenko2013_ribo_14615KOG0829
1189	185	Nosenko2013_ribo_14615KOG1742
1190	185	Chang2015rpl27
